id,lat,long
BA27,-35.31297203,149.080639
BA27,-35.31297203,149.080639
BA27,-35.31297203,149.080639
BA27,-35.312972,149.080667
BA27,-35.31297203,149.080639
BA27,-35.31083299,149.079778
BA27,-35.30938897,149.077639
BA27,-35.30750003,149.075778
BA27,-35.30561104,149.073944
BA27,-35.30349998,149.072694
BA27,-35.30141701,149.073806
BA27,-35.30372196,149.173583
BA27,-35.30372196,149.173583
BA27,-35.30588898,149.17175
BA27,-35.30872204,149.170306
BA27,-35.31188904,149.169417
BA27,-35.31525002,149.169583
BA27,-35.31863897,149.169472
BA27,-35.32197197,149.167917
BA27,-35.32455604,149.165389
BA27,-35.32730599,149.162833
BA27,-35.33063903,149.161639
BA27,-35.33386099,149.161917
BA27,-35.33727803,149.162528
BA27,-35.34413897,149.163361
BA27,-35.347556,149.163639
BA27,-35.35094403,149.164278
BA27,-35.35433298,149.165333
BA27,-35.35763898,149.166167
BA27,-35.360833,149.16675
BA27,-35.36413902,149.167361
BA27,-35.36766701,149.168
BA27,-35.36766701,149.168
BA27,-35.37061098,149.168556
BA27,-35.377361,149.170194
BA27,-35.37677797,149.170056
BA27,-35.37013904,149.167889
BA27,-35.36733298,149.1673889
BA27,-35.36400001,149.166778
BA27,-35.36058302,149.166167
BA27,-35.36058302,149.166167
BA27,-35.35705596,149.1655
BA27,-35.35327799,149.164472
BA27,-35.34988898,149.163556
BA27,-35.34644402,149.163111
BA27,-35.342917,149.162944
BA27,-35.33941696,149.162639
BA27,-35.33600003,149.162083
BA27,-35.33255604,149.161472
BA27,-35.32947202,149.161611
BA27,-35.32647197,149.163083
BA27,-35.32391696,149.165556
BA27,-35.32130596,149.167917
BA27,-35.318278,149.169222
BA27,-35.31516697,149.169278
BA27,-35.31199996,149.169083
BA27,-35.30902802,149.169833
BA27,-35.30616696,149.170889
BA27,-35.30374999,149.170889
BA27,-35.31224996,149.187306
BA27,-35.31452801,149.187833
BA27,-35.317,149.189
BA27,-35.31919399,149.190111
BA27,-35.32080597,149.192306
BA27,-35.32091698,149.195194
BA27,-35.32030599,149.197861
BA27,-35.31105597,149.199639
BA27,-35.309083,149.201694
BA27,-35.30725004,149.203361
BA27,-35.30533297,149.204972
BA27,-35.30352803,149.203222
BA27,-35.30180601,149.201333
BA27,-35.301417,149.200889
BA27,-35.30313899,149.20275
BA27,-35.304472,149.205
BA27,-35.30663898,149.204139
BA27,-35.30844396,149.202361
BA27,-35.310444,149.2005831
BA27,-35.31197201,149.1984721
BA27,-35.32091704,149.196
BA27,-35.32100002,149.1929441
BA27,-35.31950002,149.190167
BA27,-35.31738902,149.189028
BA27,-35.31524999,149.188028
BA27,-35.31283302,149.1871671
BA27,-35.30386097,149.173417
BA27,-35.30616697,149.171556
BA27,-35.30916698,149.170167
BA27,-35.31236101,149.169389
BA27,-35.31580604,149.169639
BA27,-35.31905604,149.169389
BA27,-35.32174997,149.168528
BA27,-35.25058299,149.15475
BA27,-35.27738902,149.133389
BA27,-35.27738902,149.133389
BA27,-35.27738898,149.133417
BA27,-35.27738902,149.133389
BA27,-35.27738898,149.133417
BA27,-35.24919402,149.138583
BA27,-35.24949996,149.139278
BA27,-35.24949996,149.139278
BA27,-35.24919402,149.138583
BA27,-35.24949996,149.139278
BA27,-35.24949996,149.139278
BA27,-35.24949996,149.139278
BA27,-35.24949996,149.139278
BA27,-35.24949996,149.139278
BA27,-35.24952799,149.1392779
BA27,-35.24952799,149.1392779
BA27,-35.24972198,149.138917
BA27,-35.27733297,149.1335
BA27,-35.27733297,149.1335
BA27,-35.277278,149.133417
BA27,-35.277278,149.133417
BA27,-35.27747201,149.133417
BA27,-35.27747201,149.133417
BA27,-35.182111,149.132111
BA27,-35.182111,149.132111
BA27,-35.18257163,149.132246
BA27,-35.18257163,149.132246
BA27,-35.18257163,149.132246
BA27,-35.18257163,149.132246
BA27,-35.18257163,149.132246
BA27,-35.18257163,149.132246
BA27,-35.18216697,149.131917
BA27,-35.18216704,149.131944
BA27,-35.18222203,149.131944
BA27,-35.18222203,149.131944
BA27,-35.18219404,149.131972
BA27,-35.18222197,149.132111
BA27,-35.18216704,149.131944
BA27,-35.18219404,149.131972
BA27,-35.18219404,149.131972
BA27,-35.18219404,149.131972
BA27,-35.18219404,149.131972
BA27,-35.18219404,149.131972
BA27,-35.18219404,149.131972
BA27,-35.18219404,149.131972
BA27,-35.18216704,149.131944
BA27,-35.18219401,149.131917
BA27,-35.18222196,149.131917
BA27,-35.18222196,149.131917
BA27,-35.18222196,149.131917
BA27,-35.182222,149.131889
BA27,-35.18222196,149.131917
BA27,-35.18222203,149.131944
BA27,-35.18222203,149.131944
BA27,-35.18222203,149.131944
BA27,-35.18222203,149.131944
BA27,-35.18222203,149.131944
BA27,-35.23547199,149.144556
BA27,-35.23694404,149.142389
BA27,-35.23858301,149.140028
BA27,-35.24011102,149.137806
BA27,-35.29711102,149.175583
BA27,-35.30036096,149.175778
BA27,-35.30036096,149.175778
BA27,-35.302389,149.173444
BA27,-35.302389,149.173444
BA27,-35.30544401,149.17175
BA27,-35.30858298,149.170389
BA27,-35.31177797,149.169417
BA27,-35.315139,149.169556
BA27,-35.318139,149.169583
BA27,-35.32127802,149.168389
BA27,-35.32394403,149.166083
BA27,-35.326472,149.163444
BA27,-35.32961103,149.161833
BA27,-35.33294397,149.161778
BA27,-35.33647198,149.162389
BA27,-35.33972198,149.162944
BA27,-35.34305597,149.163278
BA27,-35.34650001,149.163528
BA27,-35.34988896,149.164
BA27,-35.35341701,149.1649999
BA27,-35.35677796,149.165972
BA27,-35.36016696,149.166611
BA27,-35.36347198,149.167222
BA27,-35.36669401,149.167806
BA27,-35.36669401,149.167806
BA27,-35.36961101,149.168333
BA27,-35.37188898,149.168833
BA27,-35.37641699,149.170028
BA27,-35.37688903,149.1700561
BA27,-35.37016698,149.168
BA27,-35.36733298,149.167444
BA27,-35.36424998,149.166889
BA27,-35.36100003,149.1662781
BA27,-35.35774995,149.165694
BA27,-35.35774995,149.165694
BA27,-35.35441698,149.164861
BA27,-35.35105603,149.163833
BA27,-35.34763901,149.163222
BA27,-35.34422197,149.1629999
BA27,-35.33741704,149.162306
BA27,-35.33427798,149.161778
BA27,-35.33116703,149.161417
BA27,-35.32758302,149.162389
BA27,-35.32483299,149.164694
BA27,-35.31908299,149.169083
BA27,-35.31563902,149.169417
BA27,-35.312306,149.169139
BA27,-35.30927803,149.169806
BA27,-35.30619398,149.171111
BA27,-35.30299998,149.172639
BA27,-35.30038896,149.175139
BA27,-35.30038896,149.175139
BA27,-35.29836098,149.177833
BA27,-35.29836098,149.177833
BA27,-35.29608302,149.178639
BA27,-35.29669399,149.175944
BA27,-35.33275002,149.161861
BA27,-35.33572199,149.162306
BA27,-35.33894404,149.162861
BA27,-35.34216699,149.16325
BA27,-35.34561103,149.1635
BA27,-35.34908301,149.163861
BA27,-35.35258302,149.16475
BA27,-35.35611096,149.165806
BA27,-35.35955603,149.1665
BA27,-35.363056,149.167139
BA27,-35.36663902,149.167806
BA27,-35.36663902,149.167806
BA27,-35.37000002,149.168417
BA27,-35.37699996,149.170139
BA27,-35.37633298,149.169917
BA27,-35.37191702,149.168306
BA27,-35.36961097,149.167833
BA27,-35.36677804,149.167278
BA27,-35.36319402,149.166611
BA27,-35.35941702,149.1659169
BA27,-35.35941702,149.1659169
BA27,-35.35563904,149.165167
BA27,-35.35183299,149.164056
BA27,-35.34769396,149.163194
BA27,-35.34383303,149.162972
BA27,-35.33716698,149.16225
BA27,-35.33380602,149.161639
BA27,-35.330861,149.160861
BA27,-35.32144402,149.167472
BA27,-35.31930599,149.168833
BA27,-35.31602798,149.169333
BA27,-35.31269401,149.1690281
BA27,-35.30949996,149.169611
BA27,-35.306389,149.170944
BA27,-35.303389,149.172306
BA27,-35.30083298,149.1745
BA27,-35.30083298,149.1745
BA27,-35.29647203,149.178778
BA27,-35.29669403,149.175972
BA27,-35.206222,149.033111
BA27,-35.206222,149.033111
BA27,-35.20625004,149.033111
BA27,-35.20625004,149.033111
BA27,-35.206222,149.033111
BA27,-35.20622202,149.033083
BA27,-35.20622202,149.033083
BA27,-35.206222,149.033111
BA27,-35.206222,149.033111
BA27,-35.18399999,149.0754719
BA27,-35.18238903,149.132167
BA27,-35.18238903,149.132167
BA27,-35.18233302,149.13225
BA27,-35.18233302,149.13225
BA27,-35.18238903,149.132167
BA27,-35.18211097,149.132389
BA27,-35.18233302,149.13225
BA27,-35.18211097,149.132389
BA27,-35.18219396,149.132611
BA27,-35.18219399,149.132333
BA27,-35.18219399,149.132333
BA27,-35.18247196,149.1325
BA27,-35.18247196,149.1325
BA27,-35.21305603,149.183833
BA27,-35.21352801,149.186556
BA27,-35.21436102,149.189167
BA27,-35.215306,149.191889
BA27,-35.21733298,149.1950281
BA27,-35.22066699,149.196139
BA27,-35.22433301,149.196306
BA27,-35.22797201,149.196417
BA27,-35.23158303,149.196083
BA27,-35.23519397,149.195167
BA27,-35.23883298,149.193667
BA27,-35.24247196,149.1918891
BA27,-35.24627797,149.190056
BA27,-35.25008302,149.188444
BA27,-35.25394401,149.187556
BA27,-35.25777798,149.187389
BA27,-35.26177799,149.187417
BA27,-35.26547196,149.187444
BA27,-35.269167,149.187472
BA27,-35.27291704,149.18725
BA27,-35.27658301,149.186472
BA27,-35.28025,149.185583
BA27,-35.28025,149.185583
BA27,-35.28391698,149.1846941
BA27,-35.28750001,149.183556
BA27,-35.29097196,149.181944
BA27,-35.29436099,149.18025
BA27,-35.30044396,149.175639
BA27,-35.30044396,149.175639
BA27,-35.30336096,149.172778
BA27,-35.30336096,149.172778
BA27,-35.30694401,149.171111
BA27,-35.31049996,149.169667
BA27,-35.31438902,149.169417
BA27,-35.317889,149.169639
BA27,-35.32058301,149.169
BA27,-35.24961097,149.13925
BA27,-35.24963897,149.139222
BA27,-35.24963897,149.139222
BA27,-35.24958298,149.139222
BA27,-35.24958298,149.139222
BA27,-35.24958298,149.139222
BA27,-35.24955603,149.139222
BA27,-35.24958298,149.139222
BA27,-35.24958303,149.1392501
BA27,-35.24958298,149.139222
BA27,-35.24958303,149.1392501
BA27,-35.27736099,149.133389
BA27,-35.27736099,149.133389
BA27,-35.27736099,149.133389
BA27,-35.28080599,149.128389
BA27,-35.249722,149.138778
BA27,-35.29086096,149.169889
BA27,-35.29763902,149.176139
BA27,-35.30438903,149.17225
BA27,-35.30830598,149.170528
BA27,-35.31213898,149.169389
BA27,-35.31605597,149.169667
BA27,-35.32002801,149.169028
BA27,-35.32366702,149.166389
BA27,-35.32675001,149.163278
BA27,-35.33044399,149.161667
BA27,-35.33419401,149.161972
BA27,-35.33711103,149.1625
BA27,-35.33972198,149.162944
BA27,-35.34241697,149.16325
BA27,-35.34536097,149.163444
BA27,-35.34830599,149.1637219
BA27,-35.35122196,149.164333
BA27,-35.35419402,149.16525
BA27,-35.35711099,149.1660559
BA27,-35.36002804,149.166611
BA27,-35.36288896,149.167139
BA27,-35.365778,149.167667
BA27,-35.36872204,149.168194
BA27,-35.371667,149.16875
BA27,-35.37463896,149.1692781
BA27,-35.37761097,149.169833
BA27,-35.38038898,149.170333
BA27,-35.38277798,149.171722
BA27,-35.385389,149.171306
BA27,-35.38733301,149.168472
BA27,-35.38922196,149.165694
BA27,-35.39122204,149.162833
BA27,-35.39313896,149.160056
BA27,-35.39494402,149.157472
BA27,-35.39686102,149.154917
BA27,-35.39877797,149.152361
BA27,-35.40069401,149.149778
BA27,-35.40272202,149.1475561
BA27,-35.40475003,149.145667
BA27,-35.40530604,149.142861
BA27,-35.40502798,149.142889
BA27,-35.40436104,149.145667
BA27,-35.40200003,149.1475561
BA27,-35.39999997,149.1497221
BA27,-35.39816699,149.152167
BA27,-35.39622197,149.1547501
BA27,-35.39427801,149.157417
BA27,-35.39233304,149.160167
BA27,-35.39047196,149.162861
BA27,-35.38847197,149.165722
BA27,-35.38619398,149.168222
BA27,-35.38330603,149.169667
BA27,-35.38013901,149.169806
BA27,-35.37713903,149.169222
BA27,-35.37386098,149.168611
BA27,-35.37041701,149.167972
BA27,-35.36691696,149.167333
BA27,-35.36341703,149.166667
BA27,-35.35988903,149.1660281
BA27,-35.35988903,149.1660281
BA27,-35.35638898,149.1653329
BA27,-35.35299998,149.164361
BA27,-35.34961103,149.163472
BA27,-35.34622203,149.163083
BA27,-35.34277799,149.1629439
BA27,-35.33938898,149.162611
BA27,-35.335917,149.162028
BA27,-35.332583,149.161361
BA27,-35.330222,149.160611
BA27,-35.31994399,149.168556
BA27,-35.31688897,149.169389
BA27,-35.31366698,149.169083
BA27,-35.31052804,149.169333
BA27,-35.30747199,149.1705
BA27,-35.30422202,149.171917
BA27,-35.29922204,149.176889
BA27,-35.297,149.178639
BA27,-35.297,149.178639
BA27,-35.29677797,149.175861
BA27,-35.32008297,149.168472
BA27,-35.31722203,149.169361
BA27,-35.31394395,149.169111
BA27,-35.31091704,149.169222
BA27,-35.30788899,149.17025
BA27,-35.30505597,149.171361
BA27,-35.298667,149.183472
BA27,-35.29786096,149.186167
BA27,-35.29786101,149.188944
BA27,-35.29783299,149.191083
BA27,-35.29783299,149.191083
BA27,-35.29786101,149.188944
BA27,-35.29783299,149.191083
BA27,-35.29780604,149.191083
BA27,-35.29783299,149.191083
BA27,-35.29783299,149.191083
BA27,-35.29780599,149.191056
BA27,-35.29780599,149.191056
BA27,-35.29766703,149.188306
BA27,-35.29824996,149.185583
BA27,-35.29888904,149.182833
BA27,-35.249389,149.139333
BA27,-35.249389,149.139333
BA27,-35.24941704,149.1393329
BA27,-35.249389,149.139333
BA27,-35.24941704,149.1393329
BA27,-35.249389,149.139333
BA27,-35.24938896,149.139361
BA27,-35.24936096,149.139333
BA27,-35.24936096,149.139333
BA27,-35.24936096,149.139333
BA27,-35.27772199,149.133611
BA27,-35.27772199,149.133611
BA27,-35.277778,149.133722
BA27,-35.27774999,149.133889
BA27,-35.27766698,149.133944
BA27,-35.27766698,149.133944
BA27,-35.27777796,149.133806
BA27,-35.27777796,149.133806
BA27,-35.27727804,149.133333
BA27,-35.277278,149.1333609
BA27,-35.277278,149.1333609
BA27,-35.27727804,149.133333
BA27,-35.27724996,149.133361
BA27,-35.277222,149.1335
BA27,-35.27711097,149.133917
BA27,-35.27711103,149.133556
BA27,-35.27711103,149.133556
BA27,-35.27711103,149.133556
BA27,-35.24016698,149.137333
BA27,-35.23866703,149.139528
BA27,-35.23702798,149.141889
BA27,-35.23552802,149.1441109
BA27,-35.23536101,149.14475
BA27,-35.23683301,149.142611
BA27,-35.23827797,149.1405
BA27,-35.23975004,149.138389
BA27,-35.24949996,149.139278
BA27,-35.24949996,149.139278
BA27,-35.24952799,149.1392779
BA27,-35.24952799,149.1392779
BA27,-35.24952799,149.1392779
BA27,-35.24952804,149.139306
BA27,-35.24952804,149.139306
BA27,-35.33919401,149.082667
BA27,-35.24966701,149.14075
BA27,-35.24969402,149.1396669
BA27,-35.24972203,149.1396939
BA27,-35.24972203,149.1396939
BA27,-35.24975,149.139667
BA27,-35.24972196,149.139667
BA27,-35.24975,149.139667
BA27,-35.24974996,149.139639
BA27,-35.24974996,149.139639
BA27,-35.24972201,149.139639
BA27,-35.27711104,149.133361
BA27,-35.27711104,149.133361
BA27,-35.27700001,149.133722
BA27,-35.27722196,149.133722
BA27,-35.27705602,149.133833
BA27,-35.27699997,149.133556
BA27,-35.27699997,149.133556
BA27,-35.27702802,149.133611
BA27,-35.27702802,149.133611
BA27,-35.31988896,149.168583
BA27,-35.31755603,149.169306
BA27,-35.31486098,149.1691941
BA27,-35.31197196,149.169056
BA27,-35.30922197,149.16975
BA27,-35.306528,149.170889
BA27,-35.30377798,149.172111
BA27,-35.29949996,149.176444
BA27,-35.29766702,149.178333
BA27,-35.29766702,149.178333
BA27,-35.29869398,149.183361
BA27,-35.29788902,149.186056
BA27,-35.29780596,149.188833
BA27,-35.29905598,149.190389
BA27,-35.29905598,149.190389
BA27,-35.29780596,149.188833
BA27,-35.29894401,149.19025
BA27,-35.29897199,149.190278
BA27,-35.29897203,149.190306
BA27,-35.299,149.190444
BA27,-35.299,149.190444
BA27,-35.29897203,149.190306
BA27,-35.29794397,149.187972
BA27,-35.29841704,149.185222
BA27,-35.29888901,149.1825
BA27,-35.33216699,149.1618329
BA27,-35.33461098,149.162111
BA27,-35.33749998,149.162583
BA27,-35.34391698,149.163333
BA27,-35.34725,149.163611
BA27,-35.35055604,149.164167
BA27,-35.35372197,149.165111
BA27,-35.35686098,149.165972
BA27,-35.36008299,149.166583
BA27,-35.363222,149.167167
BA27,-35.36644396,149.16775
BA27,-35.36644396,149.16775
BA27,-35.36949998,149.168306
BA27,-35.37191696,149.168806
BA27,-35.37633302,149.17
BA27,-35.37674999,149.170028
BA27,-35.37005602,149.1679441
BA27,-35.36702801,149.167389
BA27,-35.36397198,149.166833
BA27,-35.36074998,149.166222
BA27,-35.36074998,149.166222
BA27,-35.35733298,149.165611
BA27,-35.35383297,149.164667
BA27,-35.350333,149.163639
BA27,-35.34686099,149.163139
BA27,-35.34347199,149.162972
BA27,-35.34008302,149.162722
BA27,-35.33683299,149.162194
BA27,-35.33363898,149.1616389
BA27,-35.32694399,149.16275
BA27,-35.32430598,149.165167
BA27,-35.32169402,149.167667
BA27,-35.31886099,149.169111
BA27,-35.31577803,149.169417
BA27,-35.312722,149.169111
