id,name,lat,long
1499,Beattie Cr after Gibbons St,-35.420963,149.113861
1500,Beattie Cr after Goldstein Cr,-35.418312,149.11557
1501,Beattie Cr after Longman St,-35.418602,149.115219
1502,Bugden Av after Kellett St,-35.414661,149.112503
1503,Bugden Av after Castleton Cr,-35.41452,149.112869
1504,Castleton Cr Gowrie Shops,-35.413868,149.109329
1505,Castleton Cr opp Gowrie Shops,-35.414013,149.10939
1506,Castleton Cr after 2nd Wheatley St,-35.412067,149.105804
1507,Castleton Cr after Coningham St,-35.41198,149.10556
1508,Castleton Cr after 2nd Coningham St,-35.409962,149.104889
1509,Castleton Cr after Wheatley St,-35.410091,149.104965
1510,Castleton Cr after Farcomb Pl,-35.407349,149.106461
1511,Castleton Cr after Middleton Cct,-35.407181,149.106506
1512,Castleton Cr after Peeler Pl,-35.406055,149.111053
1513,Castleton Cr after Partridge St,-35.406197,149.111206
1514,Partridge St after Castleton Cr,-35.405716,149.113739
1515,Partridge St after Garrick St,-35.40575,149.113815
1516,Partridge St after Airey Cr,-35.403248,149.115829
1517,Partridge St after Bulcock Pl,-35.402653,149.116074
1518,Longmore Cr after Cruikshank St,-35.398781,149.09935
1519,Longmore Cr after Petit Pl,-35.398785,149.102921
1520,Longmore Cr before Pettit Pl,-35.398918,149.102814
1521,Longmore Cr after Harker Pl,-35.396854,149.104095
1522,Longmore Cr 4th after Gaunson St,-35.397308,149.104156
1523,Longmore Cr & McKenna St,-35.39502,149.10347
1524,Longmore Cr Backing Sulwood Dr,-35.395367,149.103745
1525,Longmore Cr after McKenna St,-35.39286,149.101974
1526,Longmore Cr 2nd from Gaunson Cr,-35.392956,149.102097
1527,Longmore Cr after Bindon Pl,-35.390842,149.100647
1528,Longmore Cr South of Gaunson Cr,-35.390701,149.100693
1529,Bugden Av after Ashley Dv,-35.414471,149.104538
1530,Bugden Av after Herington St,-35.414684,149.104599
1531,Bugden Av after Dalziel St,-35.417137,149.104858
1532,Bugden Av after Stacey St,-35.416935,149.104782
1533,Bugden Av after 2nd Dalziel St,-35.418079,149.107391
1534,Bugden Av after 2nd Galleghan Cct,-35.417953,149.107849
1535,Bugden Av after Beardsmore Pl,-35.41581,149.109833
1536,Bugden Av after Galleghan Cct,-35.41573,149.110046
1537,Norriss St after 1st Woodburn St,-35.416851,149.117767
1538,Norriss St after Woodburn St,-35.416912,149.117966
1539,Norriss St after 2nd Woodburn St,-35.416431,149.121033
1540,Norriss St after Kirkcaldie Cct,-35.416576,149.120834
1541,Newman-Morris Cct before Farrelly Cl,-35.407082,149.081039
1542,Hambidge Cr before Proctor St,-35.416042,149.130188
1543,Hambidge Cr before Baskerville St,-35.418266,149.127213
1544,Hambidge Cr after Baskerville St,-35.418098,149.127335
1545,Hambidge Cr after Alice Jackson Cr,-35.416603,149.129852
1546,Baskerville St after Hambidge Cr,-35.419529,149.125427
1547,Baskerville St after Lucy Gullett Cct,-35.419582,149.125336
1548,Baskerville St after Heagney Cr,-35.42205,149.12439
1549,Baskerville St after Purbrick St,-35.421959,149.124527
1550,Heagney Cr after Alston St,-35.424282,149.123474
1551,Heagney Cr after Muntz St,-35.424408,149.123688
1552,Heagney Cr after Goldstein Cr,-35.424252,149.121338
1553,Heagney Cr after 2nd Muntz St,-35.424343,149.121262
1554,Heagney Cr after 2nd Mofflin St,-35.424313,149.117447
1555,Heagney Cr after 2nd McLorinan St,-35.424198,149.117203
1556,Clift Cr Richardson Shops,-35.427258,149.115799
1557,Clift Cr after Deamer Cr,-35.428669,149.1185
1558,Clift Cr before Meeson St,-35.428604,149.118576
1559,Clift Cr opp Richardson Shops,-35.427334,149.115997
1560,Louisa Lawson Cr before Gellatly Pl,-35.41769,149.137222
1561,Louisa Lawson Cr after May Maxwell Cr,-35.417599,149.137253
1562,Louisa Lawson Cr after Fenston Pl,-35.416145,149.139435
1563,Louisa Lawson Cr before Fenston Pl,-35.416088,149.139359
1564,Louisa Lawson Cr before Aronson Cr,-35.412315,149.137512
1565,Louisa Lawson Cr after 2nd Willoughby Cr,-35.412258,149.137405
1566,Louisa Lawson Cr after Willoughby Cr,-35.41251,149.135269
1567,Louisa Lawson Cr after Aronson Cr,-35.412579,149.135101
1568,Louisa Lawson Cr before 2nd Aronson Cr,-35.413876,149.132996
1569,Louisa Lawson Cr after Heagney Cr,-35.413853,149.132904
1574,Goldstein Cr after Norriss St,-35.418156,149.116928
1575,Goldstein Cr 2nd after Wolstenholme St,-35.418201,149.116669
1576,Duggan St after Outtrim Av,-35.436523,149.097748
1577,Duggan St after Pennington Cr,-35.436485,149.09761
1596,Newman-Morris Cct before Taverner St,-35.404247,149.077484
1597,Newman-Morris Cct after Taverner St,-35.404263,149.077606
1599,McBryde Cr after Bromley St,-35.407417,149.087082
1600,McBryde Cr Trinity Christian School,-35.407528,149.086838
1606,Casey Cr Calwell High School,-35.441238,149.116882
1630,Laurens St after Taverner St,-35.406727,149.08429
1631,Laurens St Trinity Christian PS,-35.406872,149.08432
1637,Hindmarsh Dr Weston Creek Terminus,-35.343933,149.027664
1638,Forsythe St before Pockett Av,-35.474491,149.094711
1639,Forsythe St after Pockett Av,-35.474525,149.094925
1640,Mt Vernon Dr Gleneagles,-35.388977,149.032486
1642,Barraclough Cr opp Retirement Village,-35.416332,149.096252
1650,Lawrence Wackett Cr after Scantlebury Cr,-35.442654,149.122787
1651,Barraclough Cr Retirement Village,-35.416279,149.095901
1660,Barr Smith Av after Derrington Cr,-35.432228,149.076645
1661,Barr Smith Av 2nd after Derrington Cr,-35.431019,149.074844
1662,Sulwood Dr Kambah Fire Station,-35.373367,149.054825
1663,Sulwood Dr opp Kambah Fire Station,-35.373409,149.054672
1666,Knoke Av Gordon Primary School,-35.458172,149.086243
1667,Duggan St 2nd after Outtrim Av,-35.438992,149.098282
1668,Duggan St 2nd after Beckett St,-35.439075,149.098206
1669,Clive Steele Av 2nd after Isabella Dr,-35.419868,149.085648
1670,Clive Steele Av after Charleston St,-35.419968,149.085861
1671,Clive Steele Av after Isabella Dr,-35.42136,149.088593
1672,Clive Steele Av after Falconer St,-35.421375,149.088745
1675,Forsythe St after Bellchambers Cr,-35.47514,149.097626
1676,Forsythe St after Smeaton Cct North Entry,-35.47488,149.097153
1677,Forsythe St after Olive Pink Cr,-35.476551,149.099792
1678,Forsythe St after Smeaton Cct South Entry,-35.476444,149.099808
1679,Forsythe St after 2nd Alison Ashby Cr,-35.475243,149.101074
1680,Forsythe St 2nd after Smeaton Cct,-35.474991,149.100906
1681,Paperbark St after Galbraith Cl,-35.472401,149.10321
1682,Paperbark St after Troughton St,-35.472404,149.103104
1683,Paperbark St before 2nd Kettlewell Cr,-35.4692,149.104675
1684,Paperbark St 2nd after Troughton St,-35.469856,149.104431
1685,Paperbark St after Kettlewell Cr,-35.468349,149.105682
1686,Paperbark St before Jane Sutherland St,-35.468243,149.105988
1687,Templestowe Av after Eaglemont Rt,-35.46389,149.111343
1688,Templestowe Av after Morison St,-35.463829,149.111206
1689,Templestowe Av 2nd after Barringer St,-35.462639,149.109787
1690,Templestowe Av 2nd after Jane Sutherland St,-35.462749,149.109497
1691,Templestowe Av after Barringer St,-35.462498,149.107925
1692,Templestowe Av 3rd after Jane Sutherland St,-35.462227,149.107193
1696,Barr Smith Av before Kingscote Cr,-35.432178,149.076797
1697,Barr Smith Av 2nd after Coombe St,-35.430954,149.075073
1698,Bugden Av opp Holy Family PS,-35.410007,149.118393
1699,Bugden Av Holy Family PS,-35.410011,149.118271
1723,City Bus Stn Arrivals,-35.278553,149.1306
1733,Palmer St after Bateson St,-35.348011,149.102814
1734,Canberra Hospital after Gilmore Cr,-35.34602,149.101944
1766,Barrier St after Pirie St,-35.326233,149.167511
1768,Barrier St after Isa St,-35.32769,149.170227
1770,Barrier St before Pirie St,-35.326447,149.168198
1771,Barrier St before Isa St,-35.327766,149.170609
1772,Newcastle St after Isa St,-35.325413,149.172592
1776,Battye St after Watkins,-35.246441,149.096985
1790,Anthony Rolfe Av after Gundaroo Rd,-35.182709,149.130432
1791,Summerland Cct after Mannheim St,-35.385384,149.073318
1792,Summerland Cct Village Creek Primary,-35.385437,149.073242
1802,North Weston Park & Ride,-35.321682,149.058289
1803,Tuggeranong Stn Plt 3,-35.414719,149.065765
1804,Tuggeranong Stn Plt 4,-35.414421,149.065552
1807,Tuggeranong Stn Plt 7,-35.414581,149.065384
1808,Tuggeranong Stn Plt 8,-35.414917,149.065659
1809,Opp North Weston Park & Ride,-35.32259,149.057617
1810,Anketell St opp Tuggeranong Pool,-35.412277,149.063309
1811,Chippindall Cct Theodore Terminus Off Street,-35.453056,149.118561
1815,Barr Smith Av before Burgoyne Cr,-35.429012,149.074585
1816,Barr Smith Av after Coombe St,-35.428802,149.074738
1821,City West Platform 1,-35.279144,149.12558
1825,IKEA Majura Rd after Spitfire Av,-35.296085,149.187698
1901,Burnie St before Launceston,-35.346191,149.074615
1903,Callaway Cr after 2nd Myles Connell Cr,-35.461906,149.08223
1904,Knoke Av after Mina Wylie Cr,-35.463902,149.083176
1905,Langdon Av Wanniassa Shops,-35.391052,149.086777
1906,Langdon Av opp Wanniassa Shops,-35.391087,149.086945
1907,Carruthers St before Theodore St,-35.331821,149.079285
1908,Wanniassa Park and Ride,-35.389587,149.084686
1909,Wanniassa Park and Ride,-35.390179,149.083557
2,Athllon Dr after Learmonth Dr,-35.402611,149.064743
2000,Egglestone after Maclaurin,-35.353077,149.080521
2002,Launceston St opp Phillip Oval,-35.340801,149.084457
2003,Theodore St before James St,-35.335697,149.081253
2004,Theodore St before 2nd James St,-35.333496,149.079742
2005,Carruthers St after Theodore St,-35.330509,149.077728
2006,Carruthers St after 2nd McCormack St,-35.327663,149.075592
2007,Carruthers St after Jennings St,-35.324566,149.075577
2008,Throssell St after Kennerley St,-35.322987,149.074814
2009,Throssell St after Jennings St,-35.321159,149.074921
2010,Throssell St after O'Shanassy St,-35.319389,149.077042
2011,Dunstan St after Throssell St,-35.318748,149.080246
2012,McCulloch St after Morgan Cr,-35.321609,149.081955
2013,McCulloch St after 2nd Morgan Cr,-35.323189,149.082581
2014,Carruthers St opp Curtin Shops,-35.324608,149.082779
2015,Carruthers St after Allan St,-35.325516,149.085022
2016,Carruthers St before Groom St,-35.326916,149.090012
2017,Carruthers St after Yarra Glen,-35.325825,149.085236
2018,Carruthers St Curtin Shops,-35.324993,149.083008
2019,McCulloch St after Carruthers St,-35.323288,149.082397
2020,McCulloch St after Reynolds St,-35.320927,149.081589
2021,Dunstan St after McCulloch St,-35.318863,149.080231
2022,Throssell St after Dunstan St,-35.319477,149.076981
2023,Throssell St after 2nd Robertson St,-35.321522,149.074951
2024,Throssell St after Storey St,-35.32304,149.074951
2025,Carruthers St after Throssell St,-35.324711,149.075653
2026,Carruthers St after Nelson Pl,-35.327789,149.07579
2027,Carruthers St before Curtin Primary School,-35.330288,149.077682
2028,Theodore St after roundabout,-35.333687,149.07988
2029,Theodore St before Holman St South Entry,-35.335556,149.081253
2030,Marrawah St after Theodore St,-35.338596,149.082031
2031,Launceston St Phillip Oval,-35.340664,149.084717
2032,Melrose Drive opp Phillip Pool,-35.339085,149.082809
2033,Melrose Drive Phillip Pool,-35.339214,149.083115
2034,Beasley St after Gouger St,-35.37225,149.089798
2035,Beasley St Torrens PS,-35.371876,149.090668
2036,Beasley St after Lambrigg St,-35.371948,149.095474
2037,Beasley St after Athllon Dr,-35.371864,149.09549
2038,Badimara St after Yambina St,-35.358505,149.06012
2039,Beasley St before Wilkins St,-35.371719,149.098129
2040,Wilkins St after Hoadley St,-35.370605,149.099625
2041,Wilkins St after Beasley St,-35.370502,149.099426
2042,Heard St after Wilkins St,-35.368164,149.097687
2043,Heard St before Wilkins St,-35.368034,149.09758
2044,Heard St opp Southlands Shops,-35.365578,149.095428
2045,Heard St Southlands Shops,-35.365471,149.095322
2046,Beasley St after Pethebridge St,-35.365704,149.088669
2047,Beasley St after Batchelor St,-35.365837,149.088531
2048,Beasley St Sacred Heart PS,-35.366627,149.084946
2049,Beasley St after Parkin St,-35.366539,149.085434
2050,Macfarland Cr Pearce Shops,-35.363041,149.081436
2052,Nemarang Cr after Larakia St,-35.351856,149.063904
2053,Hodgson Cr after Murphy Cr,-35.366272,149.08252
2054,Hodgson Cr after Brinsmead St,-35.366257,149.082321
2055,Macfarland Cr 2nd after Threlfall St,-35.358231,149.075668
2056,Macfarland Cr after Wilsmore Cr,-35.358116,149.0755
2057,Macfarland Cr after Collings St,-35.361305,149.077988
2058,Macfarland Cr after Parkhill St,-35.361504,149.078049
2059,Macfarland Cr after Waldock St,-35.355621,149.075241
2060,Macfarland Cr after 1st Threlfall St,-35.355736,149.075333
2061,Eggleston Cr Chifley Shops,-35.352531,149.075531
2062,Eggleston Cr opp Chifley Shops,-35.35215,149.075302
2063,Eggleston Cr after MacDonald St,-35.349594,149.076141
2064,Eggleston Cr after Plunkett St,-35.349674,149.076187
2065,Launceston St before Dennes Pl,-35.346676,149.074127
2067,Launceston St after Tarraleah Cr,-35.34341,149.074524
2068,Launceston St after Port Arthur St,-35.342861,149.074677
2069,Launceston St Lyons Shops,-35.339706,149.076981
2070,Launceston St Lyons PS,-35.340408,149.076477
2071,Launceston St after Glenorchy St,-35.339542,149.079971
2072,Launceston St after Burnie St,-35.3396,149.079834
2073,Beasley St after Hodgson Cr,-35.368641,149.084702
2074,Beasley St before Torrens Pl,-35.373089,149.086624
2075,Beasley St 2nd after Basedow St,-35.370811,149.085236
2076,Beasley St 2nd after Hodgson Cr,-35.370743,149.085358
2077,Beasley St after Hawker St,-35.368484,149.084473
2078,Hodgson Cr Pearce Shops,-35.362499,149.082214
2079,Hodgson Cr opp Pearce Shops,-35.363022,149.082047
2080,Hodgson Cr after Pethebrigde St,-35.360477,149.084686
2081,Hodgson Cr after Shepherd St,-35.360455,149.084473
2082,Hodgson Cr after Collings St,-35.357918,149.086716
2083,Hodgson Cr after Marr St,-35.357964,149.086884
2084,Melrose Dr 2nd after Botany St,-35.354984,149.086502
2085,Melrose Dr after Hodgson Cr,-35.355209,149.086243
2086,Melrose Dr after Botany St,-35.352791,149.085724
2087,Melrose Dr 2nd after Hodgson Cr,-35.352848,149.085434
2088,Botany St after Devine Ct,-35.350876,149.086395
2089,Botany St after Townshend St,-35.350967,149.0867
2090,Badimara St after Kalgoorlie Cr,-35.358631,149.060181
2091,Launceston St after Callam St,-35.34108,149.088577
2092,Launceston St after Yamba Dr,-35.340313,149.090332
2093,Yamba Dr after Justinian St,-35.340546,149.093521
2094,Yamba Dr after Kitchener St,-35.342457,149.09639
2095,Yamba Dr opp Canberra Hospital,-35.346699,149.099579
2096,Tyagarah St after Wallangara St,-35.350117,149.106445
2097,Culgoa Cct after 2nd Jindalee Cr,-35.352203,149.104385
2098,Culgoa Cct after Tyagarah St,-35.352341,149.104553
2099,Culgoa Cct after Jindalee Cr,-35.354378,149.104996
2100,Culgoa Cct after Bulwarra Cl,-35.354305,149.105103
2101,Kareelah Vst after Mialli Pl,-35.355461,149.107269
2102,Kareelah Vst after Gerogery Pl,-35.355484,149.107132
2103,Kareelah Vst after Pindari Cr,-35.35743,149.107681
2104,Kareelah Vst after Taronga Pl,-35.35778,149.108383
2105,Ngunawal Dr after Cobbadah St,-35.359444,149.109039
2106,Ngunawal Dr after Kareelah Vsta,-35.359623,149.109085
2107,Bromby St 2nd after Julia Flynn Av,-35.362129,149.106949
2108,Bromby St after Ngunawal Dr,-35.36208,149.107132
2109,Bromby St after William Wilkins Cr,-35.363602,149.107773
2110,Bromby St after Julia Flynn Av,-35.36364,149.107651
2111,Julia Flynn Av after Adkinson Cl,-35.364208,149.11055
2112,Mulley St St Judes Primary School,-35.335533,149.051086
2113,Mulley St opp St. Judes PS,-35.335617,149.051041
2114,Heysen St after Police CLG,-35.331081,149.058609
2115,Heysen St before Gruner St,-35.331299,149.058792
2116,Heysen St before Parkway overpass,-35.333355,149.060898
2117,Heysen St after Bunny St,-35.333324,149.060684
2118,Dixon Dr after Twynam St,-35.329563,149.046432
2119,Dixon Dr 3rd after Warragamba Av,-35.329472,149.046265
2120,Dixon Dr 2nd after Warragamba Av,-35.329678,149.043854
2121,Dixon Dr after Hyndes Cr,-35.329815,149.043869
2122,Dixon Dr 2nd after Hyndes Cr,-35.330036,149.041992
2123,Dixon Dr after Warragamba Av,-35.329948,149.041885
2124,Warragamba Av 2nd after Jindabyne St,-35.330177,149.038162
2125,Warragamba Av after Dixon Dr,-35.33028,149.038177
2128,Burrinjuck Cr opp Duffy Primary School,-35.334198,149.032272
2129,Burrinjuck Cr Duffy Primary School,-35.334835,149.031891
2130,Burrinjuck Cr before Serpentine St,-35.333469,149.03479
2131,Burrinjuck Cr between Blowering St,-35.333603,149.034653
2132,Burrinjuck Cr after Blowering St,-35.333023,149.037216
2133,Burrinjuck Cr Duffy Shops,-35.336823,149.031754
2134,Burrinjuck Cr opp Duffy Shops,-35.337044,149.031586
2135,Renmark St after Jemalong St,-35.33844,149.030273
2136,Renmark St after Eungella St,-35.338455,149.030457
2137,Eucumbene Dr after Hindmarsh Dr,-35.341042,149.027527
2138,Eucumbene Dr after Renmark St,-35.341194,149.027542
2139,Hindmarsh Dr opp Weston Creek Terminus,-35.343819,149.027817
2140,Hindmarsh Dr 2nd after Eucumbene Dr,-35.34383,149.030121
2141,Wyangala St after Hindmarsh Dr,-35.342522,149.032166
2142,Wyangala St after 2nd Burdekin St,-35.341373,149.033081
2143,Wyangala St after Tullaroop St,-35.340786,149.033722
2144,Hindmarsh Dr after Dixon Dr,-35.342052,149.04245
2145,Hindmarsh Dr after Carbeen St,-35.342163,149.042572
2147,Hindmarsh Dr before Darwinia Tce,-35.343914,149.030304
2148,Darwinia Tce after Hindmarsh Dr,-35.346607,149.028717
2149,Darwinia Tce after Kathner St,-35.346302,149.02861
2150,Darwinia Tce after Angophora St,-35.349979,149.030106
2151,Darwinia Tce after Rafferty St,-35.350174,149.030197
2152,Darwinia Tce 2nd after Angophora St,-35.351418,149.032166
2153,Darwinia Tce 2nd after Perry Dr,-35.351395,149.031967
2154,Darwinia Tce after Casuarina St,-35.352322,149.034149
2155,Darwinia Tce after Perry Dr,-35.352444,149.034241
2156,Perry Dr after Darwinia Tce,-35.354717,149.034561
2157,Perry Dr after Sidaway St,-35.354637,149.034454
2158,Perry Dr after Rene St,-35.35688,149.036438
2159,Perry Dr after Lipman St,-35.35701,149.036865
2160,Perry Dr opp Chapman Shops,-35.356228,149.040115
2161,Perry Dr Chapman Shops,-35.356075,149.04039
2162,Perry Dr opp Chapman Primary School,-35.356888,149.042435
2163,Perry Dr Chapman Primary School,-35.356827,149.042603
2164,Perry Dr after Namatjira Dr,-35.359509,149.04454
2165,Perry Dr after Tauchert St,-35.35931,149.044373
2166,Kalgoorlie Cr 2nd after Badimara St,-35.360207,149.053146
2167,Kalgoorlie Cr after Eleanora St,-35.360214,149.052933
2168,Kalgoorlie Cr Fisher Shops,-35.361969,149.056641
2169,Kalgoorlie Cr opp Fisher Shops,-35.362053,149.056473
2170,Kalgoorlie Cr after Kambalda Cr,-35.362862,149.058945
2171,Kalgoorlie Cr after Fisher Shops,-35.362778,149.05867
2172,Kalgoorlie Cr after Jarrahdale St,-35.360352,149.060883
2173,Kalgoorlie Cr after Pandanus St,-35.360058,149.061203
2182,Badimara St after Hindmarsh Dr,-35.349922,149.068161
2183,Badimara St before Hindmarsh Dr,-35.349777,149.067993
2184,McInnes St after Hindmarsh Dr,-35.345982,149.06279
2185,McInnes St after 2nd Buvelot St,-35.345901,149.062988
2186,McInnes St after 1st Chevalier St,-35.343941,149.061462
2187,McInnes St 2nd after Buvelot St,-35.343857,149.061493
2188,McInnes St after 2nd Chevalier St,-35.343243,149.059143
2189,McInnes St after Buvelot St,-35.342632,149.05864
2190,McInnes St after Ironside St,-35.340912,149.058411
2191,McInnes St after Conder St,-35.340939,149.058197
2192,McInnes St after Mather St,-35.338539,149.059433
2193,McInnes St after Hilder St,-35.338413,149.059525
2194,Hilder St after McInnes St,-35.336872,149.057922
2195,Hilder St 2nd after Lycett St,-35.336792,149.057816
2196,Hilder St after Lycett St,-35.33675,149.056137
2197,Hilder St after Gritten St,-35.336842,149.055649
2198,Hilder St after Streeton Dr,-35.335564,149.053864
2199,Hilder St 2nd after Gritten St,-35.335594,149.053757
2200,Namatjira Dr after MacNally St,-35.339272,149.05455
2201,Namatjira Dr after Mather St,-35.340576,149.056595
2202,Namatjira Dr after Conder St,-35.342274,149.057266
2203,Parkinson St after 2nd Whitney Pl,-35.343277,149.055771
2204,Parkinson St after Evergood Cl,-35.34341,149.055771
2205,Parkinson St after Whitney Pl,-35.342365,149.052963
2206,Parkinson St after Watling Pl,-35.342457,149.052872
2207,Blackwood Tce after Williamson St,-35.336678,149.044678
2208,Blackwood Tce Holder Shops,-35.336563,149.044601
2209,Blackwood Tce after Tyers St,-35.336098,149.041153
2210,Blackwood Tce after Weingarth St,-35.336056,149.040939
2212,Heysen St Weston Police CLG after Streeton Dr,-35.330242,149.055252
2213,Heysen St Weston Police CLG before Streeton Dr,-35.330334,149.055252
2214,Melbourne Av Senior Girls Grammar School,-35.318043,149.115326
2216,Melbourne Av North of National Cct,-35.313831,149.11908
2217,Melbourne Av North of Somers Cr,-35.312176,149.120544
2218,State Cir before Adelaide Av,-35.311169,149.120621
2219,Gawler Cr opp SGG School,-35.317139,149.113159
2220,Gawler Cr Senior Girls Grammar School,-35.317223,149.113342
2221,Gawler Cr before Robe St,-35.314419,149.110474
2222,Hopetoun Cct before Grey St,-35.313076,149.107666
2223,Hopetoun Cct after Grose St,-35.313061,149.107376
2224,Hopetoun Cct after Hampton Cct,-35.309643,149.106628
2225,Hopetoun Cct after Weston St,-35.310257,149.106628
2226,Hopetoun Cct before Loftus St,-35.307365,149.106476
2227,Hopetoun before Hampton Cct,-35.307423,149.106567
2228,Hopetoun Cct before roundabout,-35.305176,149.106827
2229,Schlich St after Musgrave St,-35.304592,149.104675
2230,Schlich St before roundabout,-35.304596,149.106308
2231,Schlich St after Maiden St,-35.304428,149.103821
2232,Eyre St after Howitt St,-35.315441,149.143951
2233,Wentworth Av after Giles St,-35.314297,149.144501
2234,Wentworth Av after Dawes St,-35.317356,149.146317
2235,Wentworth Av before Dawes St,-35.317089,149.145538
2240,Nemarang Cr 2nd after Yiman St,-35.351929,149.063965
2241,Queen Victoria Tce East Block Govt Offices,-35.304157,149.130814
2242,Queen Victoria Tce Tennis Courts,-35.304008,149.130875
2245,Federation Mall Parliament House Northbound,-35.305534,149.126068
2246,Federation Mall Parliament House Southbound,-35.30603,149.127045
2247,Commonwealth Av opp Albert Hall,-35.29789,149.126297
2248,Commonwealth Av Albert Hall,-35.297775,149.125885
2249,Nemarang Cr after Galibal St,-35.352322,149.066879
2250,Egglestone Cr before Charteris Cr,-35.353123,149.08078
2251,Nemarang Cr after Yiman St,-35.352528,149.067154
2252,Sydney Av before State Cir,-35.311256,149.129135
2253,Sydney Av after State Cir,-35.311089,149.129776
2254,National Cct after Sydney Av,-35.311874,149.132446
2255,National Cct after Bourke St,-35.312134,149.132401
2256,National Cct Press Club,-35.31089,149.133148
2257,National Cct after Darling St,-35.309925,149.133209
2258,National Cct before Kings Av,-35.306076,149.133148
2259,National Cct after Kings Av,-35.305592,149.133041
2260,Anzac Parade after Fairbairn Av,-35.283512,149.146713
2261,Fairbairn Av after Jackson St,-35.283203,149.154221
2262,Fairbairn Av before Northcott Dr,-35.28529,149.162384
2263,Fairbairn Av after Northcott Dv,-35.285252,149.161835
2264,Gilmore Cr opp Garran PS,-35.343983,149.101425
2265,Gilmore Cr Garran PS,-35.343979,149.101608
2266,Kitchener St after Birdwood St,-35.338276,149.102478
2267,Kitchener St after Gilmore Cr,-35.338146,149.102234
2268,Kitchener St after McNicoll St,-35.335957,149.100677
2269,Kitchener St after Goble St,-35.335186,149.100006
2270,Kitchener St before Goble St,-35.333996,149.098343
2271,Kitchener St 2nd after McNicoll St,-35.333878,149.09787
2272,Kent St opp Hughes Shops,-35.33313,149.095032
2273,Kent St after Carruthers St,-35.329609,149.094574
2274,Kent St after Jensen St,-35.329376,149.094528
2275,Kent St Telstra Exchange Building,-35.325356,149.09639
2276,Kent St opp Telstra Exchange Building,-35.32494,149.096527
2277,Kent St 2nd after Phipps Pl,-35.322315,149.097733
2278,Kent St 3rd after Carruthers St,-35.319843,149.098175
2279,Kent St South of Strickland Cr,-35.319344,149.098312
2280,Strickland Cr after Macgregor St,-35.318474,149.098846
2281,Strickland Cr after Kent St,-35.318424,149.099014
2282,Macgregor St after Cairns St,-35.317181,149.101425
2283,Macgregor St after Strickland Cr,-35.316948,149.102005
2284,Macgregor St opp The Grange,-35.316322,149.105652
2285,Macgregor St The Grange,-35.316265,149.105209
2286,Macgregor St opp Deakin Shops,-35.31546,149.108307
2287,Hopetoun Cct Deakin Shops,-35.314877,149.108383
2288,Gawler Cr after Fergusson Cr,-35.314785,149.111176
2289,Yambina Cr after Nemarang Cr,-35.356552,149.059738
2290,Mawson Dr after Wilkins St,-35.363346,149.096527
2291,Kent St 2nd after Strickland Cr,-35.322117,149.0979
2292,Yambima Cr after Wirangu Pl,-35.356548,149.059631
2293,Ainsworth St after Mawson PS,-35.361446,149.098724
2294,Ainsworth St Mawson Primary School,-35.359901,149.097839
2295,Ainsworth St opp Mawson Primary School,-35.359882,149.097626
2296,Ainsworth St after Colbeck St,-35.356094,149.097687
2297,Ainsworth St 2nd after Du Faur St,-35.356544,149.097412
2298,Streeton Dr 2nd after Darwinia Tce,-35.350685,149.042145
2299,Streeton Dr North of Darwinia Tce,-35.352505,149.041595
2300,Ainsworth St after Alsop Cl,-35.350578,149.093414
2301,Ainsworth St after Hindmarsh Dr,-35.349842,149.093796
2302,Gilmore Cr after Eldridge Cr,-35.345757,149.104965
2303,Gilmore Cr 2nd after Hartigan St,-35.345863,149.104935
2304,Strickland Cr Calvary John James Hospital,-35.318466,149.095627
2305,Strickland Cr opp Calvary John James Hosp.,-35.318363,149.095337
2306,Novar St after Kintore Cr,-35.311954,149.098206
2307,Novar St before Weston St,-35.310116,149.098206
2308,Novar St Yarralumla Shops,-35.307926,149.09819
2313,Melbourne Av opp Senior Girls Grammar School,-35.318478,149.11557
2328,Canberra Av Kingston Hotel,-35.320038,149.138351
2329,Giles St Kingston Hotel,-35.319443,149.137543
2330,Giles St after Leichhardt St,-35.317204,149.138962
2331,Eyre St after Ovens St,-35.318268,149.14035
2332,Dalrymple St after Hindmarsh Dr,-35.342953,149.138489
2333,Dalrymple St after Goyder St,-35.343102,149.138641
2334,Goyder St Jindalee Nursing Home,-35.341373,149.14241
2335,Goyder St opp Jindalee Nursing Home,-35.341206,149.142502
2336,Goyder St after Caley Cr,-35.339436,149.146225
2337,Goyder St 2nd after Jerrabomberra Av,-35.339546,149.14624
2338,Goyder St Narrabundah CLG,-35.338409,149.14801
2339,Goyder St after Jerrabomberra Av,-35.3382,149.14856
2340,Goyder St before Kyeema St,-35.336697,149.153519
2341,Goyder St after Kyeema St,-35.336754,149.152924
2342,Goyder St before Tallara Pwy,-35.337067,149.156006
2343,Goyder St 2nd after Kootara Cr,-35.337124,149.156509
2344,Matina St after Tallara Pky,-35.334381,149.158646
2345,Matina St after Kootara Cr,-35.33474,149.158478
2346,Kootara Cr after Deeban Pl,-35.333004,149.158417
2347,Kootara Cr after Matina St,-35.333096,149.158554
2348,Kootara Cr after Warramoo Cr,-35.332973,149.156616
2350,Kootara Cr Narrabundah Shops,-35.332516,149.154709
2351,Kootara Cr after Anembo St,-35.33194,149.153702
2352,Kootara Cr after Iluka St,-35.331173,149.152191
2353,Kootara Cr Narrabundah PS,-35.329926,149.150986
2354,Kootara Cr after Yamba Pl,-35.328892,149.150085
