id,name,lat,long
1,MOLONGLO RIVER,-35.306521,149.167531
2,MOLONGLO RIVER,-35.307551,149.175691
3,Settling pond,-35.314841,149.167591
4,Settling pond,-35.318061,149.166211
5,Watercourse,-35.283411,149.11211
6,Watercourse,-35.283941,149.088461
7,Watercourse,-35.317061,149.083171
8,JERRABOMBERRA CREEK,-35.319161,149.160251
9,LAKE BURLEY GRIFFIN,-35.290391,149.110051
